ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTFULLNAME,FLAG,WORTH,YEAR_BIRTH,name,age,city
10289.0,43.0,100.0,3.0,8272.34,9/3/2004,Shipped,Qui_3,9.0,2004.0,Vintage Cars,168.0,S18_2795,Furniture,Bookshelf,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Large,Oeztan Veysel,EXPENSIVE,GOOD,1974.0,,,
10287.0,41.0,100.0,4.0,6499.32,8/30/2004,Shipped,Qui_3,8.0,2004.0,Classic Cars,141.0,S18_1129,Furniture,Table,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Unknown,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,Holz Michael,EXPENSIVE,GOOD,1991.0,,,
10319.0,45.0,77.29,6.0,3478.05,11/3/2004,Shipped,Qui_4,11.0,2004.0,Motorcycles,81.0,S50_4713,Accessories,Headphone,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Medium,Kuo Kee,EXPENSIVE,GOOD,1962.0,,,
10209.0,20.0,100.0,5.0,2498.6,1/9/2004,Shipped,Qui_1,1.0,2004.0,Vintage Cars,105.0,S18_3856,Furniture,Desk,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Unknown,Los Angeles,CA,,USA,,Chandler,Michael,Small,Chandler Michael,EXPENSIVE,GOOD,1987.0,,,
10278.0,34.0,100.0,6.0,4667.86,8/6/2004,Shipped,Qui_3,8.0,2004.0,Classic Cars,141.0,S18_1129,Furniture,Table,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,,King,Sue,Medium,King Sue,EXPENSIVE,GOOD,1962.0,,,
10299.0,33.0,66.49,6.0,2194.17,9/30/2004,Shipped,Qui_3,9.0,2004.0,Motorcycles,69.0,S24_2360,Office Supplies,Eraser,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Unknown,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,Karttunen Matti,EXPENSIVE,GOOD,1979.0,,,
10396.0,39.0,66.67,1.0,2600.13,3/23/2005,Shipped,Qui_1,3.0,2005.0,Ships,66.0,S700_1138,Technology,Desktop,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,Nelson Valarie,EXPENSIVE,GOOD,1986.0,,,
10310.0,38.0,56.94,9.0,2163.72,10/16/2004,Shipped,Qui_4,10.0,2004.0,Classic Cars,61.0,S24_3371,Office Supplies,Eraser,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Unknown,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,Pfalzheim Henriette,CHEAP,GOOD,1962.0,,,
10147.0,36.0,86.04,10.0,3097.44,9/5/2003,Shipped,Qui_3,9.0,2003.0,Classic Cars,80.0,S18_3278,Furniture,Cabinet,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Unknown,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium,Nelson Allen,EXPENSIVE,GOOD,1967.0,,,
10392.0,29.0,86.92,2.0,2520.68,3/10/2005,Shipped,Qui_1,3.0,2005.0,Vintage Cars,104.0,S18_3136,Furniture,Table,Mini Auto Werke,7675-3555,Kirchgasse 6,Unknown,Graz,,8010,Austria,EMEA,Mendel,Roland,Small,Mendel Roland,EXPENSIVE,GOOD,1971.0,,,
10281.0,44.0,59.87,14.0,2634.28,8/19/2004,Shipped,Qui_3,8.0,2004.0,Vintage Cars,50.0,S18_4668,Furniture,Cabinet,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,,Yu,Kyung,Small,Yu Kyung,CHEAP,GOOD,1993.0,,,
10167.0,40.0,41.71,4.0,1668.4,10/23/2003,Cancelled,Qui_4,10.0,2003.0,Planes,49.0,S72_1253,Accessories,Keyboard,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Unknown,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,Larsson Maria,CHEAP,GOOD,1979.0,,,
10151.0,21.0,100.0,7.0,3734.01,9/21/2003,Shipped,Qui_3,9.0,2003.0,Classic Cars,169.0,S18_3232,Furniture,Table,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Unknown,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,Koskitalo Pirkko,EXPENSIVE,GOOD,1981.0,,,
10301.0,48.0,34.36,10.0,1649.28,10/5/2003,Shipped,Qui_4,10.0,2003.0,Classic Cars,37.0,S24_2972,Office Supplies,Eraser,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,Klaeboe Jan,CHEAP,GOOD,1961.0,,,
10201.0,39.0,100.0,3.0,4351.23,12/1/2003,Shipped,Qui_4,12.0,2003.0,Motorcycles,112.0,S24_1578,Office Supplies,Eraser,Mini Wheels Co.,6505555787,5557 North Pendale Street,Unknown,San Francisco,CA,,USA,,Murphy,Julie,Medium,Murphy Julie,EXPENSIVE,GOOD,1991.0,,,
10214.0,49.0,47.94,2.0,2349.06,1/26/2004,Shipped,Qui_1,1.0,2004.0,Vintage Cars,44.0,S24_2022,Office Supplies,Lamp,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,Sommer Mart¡n,CHEAP,GOOD,1974.0,,,
10230.0,43.0,100.0,1.0,7016.31,3/15/2004,Shipped,Qui_1,3.0,2004.0,Classic Cars,151.0,S12_3148,Furniture,Desk,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Large,Keitel Roland,EXPENSIVE,GOOD,1972.0,,,
10107.0,21.0,100.0,1.0,3036.6,2/24/2003,Shipped,Qui_1,2.0,2003.0,Motorcycles,150.0,S12_2823,Furniture,Table,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,,Yu,Kwai,Medium,Yu Kwai,EXPENSIVE,GOOD,1995.0,,,
10339.0,22.0,100.0,5.0,2816.44,11/23/2004,Shipped,Qui_4,11.0,2004.0,Ships,66.0,S700_1138,Technology,Desktop,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Unknown,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,Shimamura Akiko,EXPENSIVE,GOOD,1965.0,,,
10227.0,31.0,48.52,2.0,1504.12,3/2/2004,Shipped,Qui_1,3.0,2004.0,Vintage Cars,53.0,S18_1367,Furniture,Cabinet,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,,69004,France,EMEA,Saveley,Mary,Small,Saveley Mary,CHEAP,GOOD,1986.0,,,
10278.0,42.0,100.0,7.0,6401.22,8/6/2004,Shipped,Qui_3,8.0,2004.0,Classic Cars,169.0,S18_3232,Furniture,Table,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,,King,Sue,Medium,King Sue,EXPENSIVE,GOOD,1961.0,,,
10355.0,31.0,53.47,1.0,1657.57,12/7/2004,Shipped,Qui_4,12.0,2004.0,Motorcycles,62.0,S18_3782,Furniture,Bookshelf,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego,CHEAP,GOOD,1998.0,,,
10363.0,33.0,85.39,3.0,2817.87,1/6/2005,Shipped,Qui_1,1.0,2005.0,Classic Cars,194.0,S12_1099,Furniture,Bookshelf,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Unknown,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,Suominen Kalle,EXPENSIVE,GOOD,1972.0,,,
10374.0,38.0,100.0,6.0,4197.1,2/2/2005,Shipped,Qui_1,2.0,2005.0,Motorcycles,112.0,S24_1578,Office Supplies,Eraser,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,Unknown,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,Calaghan Tony,EXPENSIVE,GOOD,1996.0,,,
10109.0,38.0,100.0,3.0,4432.7,3/10/2003,Shipped,Qui_1,3.0,2003.0,Classic Cars,142.0,S18_1984,Furniture,Bookshelf,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,Hernandez Rosa,EXPENSIVE,GOOD,1975.0,,,
10124.0,25.0,93.95,9.0,2348.75,5/21/2003,Shipped,Qui_2,5.0,2003.0,Classic Cars,117.0,S24_2887,Office Supplies,Ruler,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,,King,Sue,Small,King Sue,EXPENSIVE,GOOD,1991.0,,,
10150.0,20.0,100.0,3.0,2104.0,9/19/2003,Shipped,Qui_3,9.0,2003.0,Classic Cars,101.0,S700_2824,Technology,Desktop,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Unknown,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,Natividad Eric,EXPENSIVE,GOOD,1993.0,,,
10331.0,41.0,100.0,2.0,5715.4,11/17/2004,Shipped,Qui_4,11.0,2004.0,Classic Cars,80.0,S24_4620,Office Supplies,Lamp,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,Hernandez Rosa,EXPENSIVE,GOOD,1963.0,,,
10377.0,24.0,67.83,5.0,1627.92,2/9/2005,Shipped,Qui_1,2.0,2005.0,Classic Cars,79.0,S12_3990,Furniture,Bookshelf,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Unknown,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,Karttunen Matti,EXPENSIVE,GOOD,1972.0,,,
10203.0,33.0,86.04,11.0,2839.32,12/2/2003,Shipped,Qui_4,12.0,2003.0,Classic Cars,80.0,S18_3278,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego,EXPENSIVE,GOOD,1987.0,,,
10326.0,39.0,60.0,1.0,2340.0,11/9/2004,Shipped,Qui_4,11.0,2004.0,Ships,66.0,S700_1138,Technology,Desktop,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Unknown,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small,Berglund Christina,CHEAP,GOOD,1973.0,,,
10337.0,31.0,89.38,1.0,2770.78,11/21/2004,Shipped,Qui_4,11.0,2004.0,Ships,100.0,S700_3505,Technology,Laptop,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Small,Hernandez Maria,EXPENSIVE,GOOD,1999.0,,,
10208.0,20.0,100.0,12.0,3114.4,1/2/2004,Shipped,Qui_1,1.0,2004.0,Classic Cars,173.0,S12_3891,Furniture,Bookshelf,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Unknown,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,Saveley Mary,EXPENSIVE,GOOD,1960.0,,,
10136.0,41.0,100.0,3.0,8331.61,7/4/2003,Shipped,Qui_3,7.0,2003.0,Classic Cars,169.0,S18_3232,Furniture,Table,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Unknown,Toulouse,,31000,France,EMEA,Roulet,Annette,Large,Roulet Annette,EXPENSIVE,GOOD,1997.0,,,
10142.0,46.0,100.0,11.0,9470.94,8/8/2003,Shipped,Qui_3,8.0,2003.0,Classic Cars,173.0,S12_3891,Furniture,Bookshelf,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,Nelson Valarie,EXPENSIVE,GOOD,1961.0,,,
10231.0,42.0,100.0,2.0,8378.58,3/19/2004,Shipped,Qui_1,3.0,2004.0,Classic Cars,207.0,S12_1108,Furniture,Chair,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Unknown,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Large,Fernandez Jesus,EXPENSIVE,GOOD,1998.0,,,
10271.0,43.0,100.0,10.0,5605.05,7/20/2004,Shipped,Qui_3,7.0,2004.0,Trucks and Buses,127.0,S24_2300,Office Supplies,Pen,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,Nelson Valarie,EXPENSIVE,GOOD,1998.0,,,
10241.0,44.0,100.0,12.0,6853.44,4/13/2004,Shipped,Qui_2,4.0,2004.0,Classic Cars,132.0,S18_2870,Furniture,Cabinet,Mini Caravy,88.60.1555,"24, place Kluber",Unknown,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium,Citeaux Frederique,EXPENSIVE,GOOD,1998.0,,,
10230.0,45.0,100.0,5.0,4737.15,3/15/2004,Shipped,Qui_1,3.0,2004.0,Classic Cars,118.0,S24_4048,Office Supplies,Pencil,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Unknown,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,Keitel Roland,EXPENSIVE,GOOD,1989.0,,,
10108.0,26.0,68.35,9.0,1777.1,3/3/2003,Shipped,Qui_1,3.0,2003.0,Classic Cars,80.0,S18_3278,Furniture,Cabinet,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,Cruz Arnold,EXPENSIVE,GOOD,1987.0,,,
10411.0,27.0,100.0,2.0,4427.73,5/1/2005,Shipped,Qui_2,5.0,2005.0,Classic Cars,147.0,S10_4962,Furniture,Cabinet,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Unknown,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,Fresnisre Jean,EXPENSIVE,GOOD,1987.0,,,
10419.0,34.0,100.0,4.0,4594.76,5/17/2005,Shipped,Qui_2,5.0,2005.0,Classic Cars,142.0,S18_1984,Furniture,Bookshelf,Salzburg Collectables,6562-9555,Geislweg 14,Unknown,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,Pipps Georg,EXPENSIVE,GOOD,1967.0,,,
10389.0,49.0,79.22,3.0,3881.78,3/3/2005,Shipped,Qui_1,3.0,2005.0,Classic Cars,77.0,S18_1889,Furniture,Bookshelf,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Unknown,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,Larsson Maria,EXPENSIVE,GOOD,1985.0,,,
10379.0,27.0,49.3,1.0,1331.1,2/10/2005,Shipped,Qui_1,2.0,2005.0,Vintage Cars,60.0,S18_2248,Furniture,Desk,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego,CHEAP,GOOD,1987.0,,,
10407.0,43.0,86.73,9.0,3729.39,4/22/2005,On Hold,Qui_2,4.0,2005.0,Classic Cars,107.0,S24_3432,Office Supplies,Lamp,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,,Frick,Sue,Medium,Frick Sue,EXPENSIVE,GOOD,2000.0,,,
10329.0,39.0,64.74,15.0,2524.86,11/15/2004,Shipped,Qui_4,11.0,2004.0,Classic Cars,115.0,S12_4675,Furniture,Cabinet,Land of Toys Inc.,2125557818,897 Long Airport Avenue,Unknown,NYC,NY,10022,USA,,Yu,Kwai,Small,Yu Kwai,CHEAP,GOOD,1999.0,,,
10327.0,43.0,80.0,2.0,3440.0,11/10/2004,Resolved,Qui_4,11.0,2004.0,Ships,100.0,S700_3505,Technology,Laptop,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Unknown,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,Petersen Jytte,EXPENSIVE,GOOD,1982.0,,,
10319.0,43.0,85.69,2.0,3684.67,11/3/2004,Shipped,Qui_4,11.0,2004.0,Classic Cars,80.0,S24_4620,Office Supplies,Lamp,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Medium,Kuo Kee,EXPENSIVE,GOOD,1998.0,,,
10315.0,35.0,100.0,6.0,4215.05,10/29/2004,Shipped,Qui_4,10.0,2004.0,Ships,122.0,S24_2011,Office Supplies,Pen,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Labrune Janine,EXPENSIVE,GOOD,1971.0,,,
10197.0,47.0,83.2,8.0,3910.4,11/26/2003,Shipped,Qui_4,11.0,2003.0,Vintage Cars,88.0,S24_3151,Office Supplies,Pencil,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Saavedra Eduardo,EXPENSIVE,GOOD,1982.0,,,
10120.0,46.0,58.15,4.0,2674.9,4/29/2003,Shipped,Qui_2,4.0,2003.0,Motorcycles,60.0,S18_2625,Furniture,Table,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,Ferguson Peter,CHEAP,GOOD,1972.0,,,
10215.0,49.0,100.0,4.0,5510.05,1/29/2004,Shipped,Qui_1,1.0,2004.0,Vintage Cars,101.0,S18_2949,Furniture,Desk,West Coast Collectables Co.,3105553722,3675 Furth Circle,Unknown,Burbank,CA,94019,USA,,Thompson,Steve,Medium,Thompson Steve,EXPENSIVE,GOOD,1971.0,,,
10371.0,25.0,100.0,7.0,2602.25,1/23/2005,Shipped,Qui_1,1.0,2005.0,Classic Cars,163.0,S18_2238,Furniture,Table,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,Nelson Valarie,EXPENSIVE,GOOD,1984.0,,,
10314.0,36.0,100.0,4.0,6913.8,10/22/2004,Shipped,Qui_4,10.0,2004.0,Classic Cars,173.0,S12_3891,Furniture,Bookshelf,Heintze Collectables,86 21 3555,Smagsloget 45,Unknown,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,Ibsen Palle,EXPENSIVE,GOOD,2000.0,,,
10369.0,40.0,86.92,3.0,3476.8,1/20/2005,Shipped,Qui_1,1.0,2005.0,Vintage Cars,97.0,S24_4258,Office Supplies,Pencil,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Unknown,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium,Nelson Allen,EXPENSIVE,GOOD,1986.0,,,
10211.0,41.0,100.0,14.0,4708.44,1/15/2004,Shipped,Qui_1,1.0,2004.0,Motorcycles,95.0,S10_1678,Furniture,Cabinet,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Unknown,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,Perrier Dominique,EXPENSIVE,GOOD,1963.0,,,
10347.0,42.0,49.6,5.0,2083.2,11/29/2004,Shipped,Qui_4,11.0,2004.0,Trucks and Buses,116.0,S18_1097,Furniture,Bookshelf,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,Ferguson Peter,CHEAP,GOOD,1965.0,,,
10315.0,24.0,86.74,1.0,2081.76,10/29/2004,Shipped,Qui_4,10.0,2004.0,Vintage Cars,88.0,S24_3151,Office Supplies,Pencil,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Unknown,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Labrune Janine,EXPENSIVE,GOOD,1968.0,,,
10284.0,32.0,64.41,9.0,2061.12,8/21/2004,Shipped,Qui_3,8.0,2004.0,Planes,74.0,S700_4002,Technology,Laptop,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,Klaeboe Jan,CHEAP,GOOD,1982.0,,,
10203.0,48.0,100.0,1.0,8291.04,12/2/2003,Shipped,Qui_4,12.0,2003.0,Classic Cars,169.0,S18_3232,Furniture,Table,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,Freyre Diego,EXPENSIVE,GOOD,1987.0,,,
10224.0,43.0,100.0,6.0,6087.94,2/21/2004,Shipped,Qui_1,2.0,2004.0,Motorcycles,150.0,S12_2823,Furniture,Table,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Unknown,Lille,,59000,France,EMEA,Rance,Martine,Medium,Rance Martine,EXPENSIVE,GOOD,1987.0,,,
10225.0,40.0,100.0,4.0,4550.0,2/22/2004,Shipped,Qui_1,2.0,2004.0,Classic Cars,140.0,S24_3856,Office Supplies,Pencil,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Unknown,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,Holz Michael,EXPENSIVE,GOOD,1995.0,,,
10413.0,51.0,63.85,4.0,3256.35,5/5/2005,Shipped,Qui_2,5.0,2005.0,Trains,58.0,S50_1514,Accessories,Headphone,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,,King,Julie,Medium,King Julie,CHEAP,EXCELLENT,1998.0,,,
10283.0,38.0,89.38,11.0,3396.44,8/20/2004,Shipped,Qui_3,8.0,2004.0,Ships,99.0,S700_3962,Technology,Smart watch,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Unknown,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Medium,Lincoln Elizabeth,EXPENSIVE,GOOD,1972.0,,,
10103.0,25.0,100.0,13.0,2539.5,1/29/2003,Shipped,Qui_1,1.0,2003.0,Vintage Cars,104.0,S18_3136,Furniture,Table,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Unknown,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Bergulfsen Jonas,EXPENSIVE,GOOD,1982.0,,,
10416.0,15.0,98.84,4.0,1482.6,5/10/2005,Shipped,Qui_2,5.0,2005.0,Planes,84.0,S18_2581,Furniture,Bookshelf,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Unknown,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,Moroni Maurizio,EXPENSIVE,GOOD,1973.0,,,
10358.0,36.0,100.0,2.0,5669.64,12/10/2004,Shipped,Qui_4,12.0,2004.0,Trucks and Buses,64.0,S32_3522,Office Supplies,Lamp,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego,EXPENSIVE,GOOD,1991.0,,,
10129.0,33.0,100.0,2.0,4398.24,6/12/2003,Shipped,Qui_2,6.0,2003.0,Classic Cars,136.0,S10_4757,Furniture,Desk,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Unknown,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,Brown Ann,EXPENSIVE,GOOD,1964.0,,,
10197.0,35.0,93.35,11.0,3267.25,11/26/2003,Shipped,Qui_4,11.0,2003.0,Ships,99.0,S700_3962,Technology,Smart watch,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Unknown,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,Saavedra Eduardo,EXPENSIVE,GOOD,1965.0,,,
10271.0,38.0,41.72,6.0,1585.36,7/20/2004,Shipped,Qui_3,7.0,2004.0,Classic Cars,35.0,S24_2840,Office Supplies,Pencil,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,Nelson Valarie,CHEAP,GOOD,1993.0,,,
10191.0,43.0,72.74,9.0,3127.82,11/20/2003,Shipped,Qui_4,11.0,2003.0,Motorcycles,62.0,S18_3782,Furniture,Bookshelf,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Unknown,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,Pfalzheim Henriette,EXPENSIVE,GOOD,1963.0,,,
10331.0,20.0,100.0,5.0,3657.8,11/17/2004,Shipped,Qui_4,11.0,2004.0,Motorcycles,81.0,S50_4713,Accessories,Headphone,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,Hernandez Rosa,EXPENSIVE,GOOD,1966.0,,,
10161.0,23.0,53.33,7.0,1226.59,10/17/2003,Shipped,Qui_4,10.0,2003.0,Classic Cars,50.0,S24_1628,Office Supplies,Lamp,Heintze Collectables,86 21 3555,Smagsloget 45,Unknown,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,Ibsen Palle,CHEAP,GOOD,2000.0,,,
10390.0,30.0,82.42,10.0,2472.6,3/4/2005,Shipped,Qui_1,3.0,2005.0,Classic Cars,80.0,S24_4620,Office Supplies,Lamp,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,Nelson Valarie,EXPENSIVE,GOOD,1998.0,,,
10170.0,34.0,100.0,1.0,3819.56,11/4/2003,Shipped,Qui_4,11.0,2003.0,Classic Cars,140.0,S24_3856,Office Supplies,Pencil,Mini Auto Werke,7675-3555,Kirchgasse 6,Unknown,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,Mendel Roland,EXPENSIVE,GOOD,1999.0,,,
10214.0,30.0,100.0,7.0,5967.0,1/26/2004,Shipped,Qui_1,1.0,2004.0,Vintage Cars,170.0,S18_1749,Furniture,Desk,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Unknown,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,Sommer Mart¡n,EXPENSIVE,GOOD,1990.0,,,
10322.0,46.0,61.99,8.0,2851.54,11/4/2004,Shipped,Qui_4,11.0,2004.0,Classic Cars,147.0,S10_4962,Furniture,Cabinet,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,,Young,Valarie,Small,Young Valarie,CHEAP,GOOD,1970.0,,,
10358.0,30.0,100.0,8.0,5302.8,12/10/2004,Shipped,Qui_4,12.0,2004.0,Vintage Cars,50.0,S18_4668,Furniture,Cabinet,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Unknown,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego,EXPENSIVE,GOOD,1968.0,,,
